ID,Symbol,CompanyName,Exchange,IndustryName1,IndustryName2,IndustryName3,FirstTradeDate,BeforeExchange,DelistedReason,IsTerminated
4712.0,A32,CTCP 32,UPCOM,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,2018-10-22 17:00:00,,,False
2541.0,AAA,CTCP Nhựa An Phát Xanh,HOSE,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,2016-11-24 17:00:00,HNX,"AAA: Ngày 18/11/2016, ngày hủy niêm yết cổ phiếu của CTCP Nhựa và Môi trường xanh An Phát",False
5601.0,AAH,CTCP Hợp Nhất,UPCOM,Năng lượng,Năng lượng,Dầu khí,2024-01-10 17:00:00,,,False
1813.0,AAM,CTCP Thủy sản MeKong,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,2009-09-23 17:00:00,,,False
5816.0,AAN,CTCP Lương thực A An,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,2026-05-21 17:00:00,,,False
3905.0,AAT,CTCP Tập Đoàn Tiên Sơn Thanh Hóa ,HOSE,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,2021-03-23 17:00:00,,,False
4522.0,AAV,CTCP AAV Group,UPCOM,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,2026-05-25 17:00:00,HNX,"AAV: Ngày 15/05/2026, về việc hủy bỏ niêm yết bắt buộc cổ phiếu AAV  của Công ty cổ phần AAV Group",False
2920.0,ABC,CTCP Truyền thông VMG,UPCOM,Dịch vụ truyền thông,Dịch vụ viễn thông,Dịch vụ viễn thông đa dạng,2016-08-17 17:00:00,,,False
4473.0,ABR,CTCP Đầu tư Nhãn hiệu Việt,HOSE,Dịch vụ truyền thông,Dịch vụ viễn thông,Dịch vụ viễn thông đa dạng,2022-03-02 17:00:00,UPCOM,"ABR: Ngày 22/02/2022, ngày hủy ĐKGD cổ phiếu của CTCP Đầu tư Nhãn hiệu Việt",False
4784.0,ABS,CTCP Dịch vụ Nông nghiệp Bình Thuận,HOSE,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,2020-03-17 17:00:00,,,False
783.0,ABT,CTCP Xuất nhập khẩu Thủy sản Bến Tre,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,2006-12-24 17:00:00,,,False
2041.0,ACC,CTCP Đầu tư và Xây dựng Bình Dương ACC,HOSE,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,2011-06-29 17:00:00,,,False
1525.0,ACE,CTCP Bê tông Ly tâm An Giang,UPCOM,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,2009-11-09 17:00:00,,,False
4793.0,ACG,CTCP Gỗ An Cường,HOSE,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,2022-10-09 17:00:00,UPCOM,"ACG: Ngày 28/09/2022, ngày hủy ĐKGD cổ phiếu của CTCP Gỗ An Cường",False
936.0,ACL,CTCP Xuất nhập khẩu Thủy sản Cửu Long An Giang,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,2007-09-04 17:00:00,,,False
4027.0,ACM,CTCP Tập đoàn Khoáng sản Á Cường,UPCOM,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,2022-07-18 17:00:00,HNX,"ACM: Ngày 08/07/2022, ngày hủy niêm yết cổ phiếu của CTCP Tập đoàn Khoáng sản Á Cường",False
1997.0,ACS,CTCP Xây lắp Thương mại 2,UPCOM,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,2017-07-12 17:00:00,,,False
4052.0,ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,UPCOM,Công nghiệp,Vận tải,Hạ tầng giao thông,2016-11-20 17:00:00,,,False
2486.0,ADC,CTCP Mỹ thuật và Truyền thông,HNX,Dịch vụ truyền thông,Truyền thông và giải trí,Truyền thông,2010-12-23 17:00:00,,,False
4779.0,ADG,CTCP Clever Group,HOSE,Dịch vụ truyền thông,Truyền thông và giải trí,Truyền thông,2021-02-21 17:00:00,UPCOM,"ADG: Ngày 01/02/2021, ngày hủy ĐKGD cổ phiếu của CTCP Clever Group",False
2017.0,ADP,CTCP Sơn Á Đông,HOSE,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,2023-07-26 17:00:00,UPCOM,"ADP: Ngày 14/07/2023, ngày hủy ĐKGD cổ phiếu của CTCP Sơn Á Đông",False
3181.0,ADS,CTCP Damsan,HOSE,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,2016-06-28 17:00:00,,,False
3218.0,AFX,CTCP Xuất nhập khẩu Nông sản Thực phẩm An Giang,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,2025-12-07 17:00:00,UPCOM,"AFX: Ngày 28/11/2025, ngày hủy ĐKGD cổ phiếu của CTCP Xuất nhập khẩu Nông sản Thực phẩm An Giang",False
4633.0,AG1,CTCP 28.1,UPCOM,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,2018-01-09 17:00:00,,,False
38.0,AGF,CTCP Xuất nhập khẩu Thủy sản An Giang,UPCOM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,2020-02-23 17:00:00,HOSE,AGF: Quyết định về việc hủy niêm yết cổ phiếu,False
4782.0,AGG,CTCP Đầu tư và Phát triển Bất động sản An Gia,HOSE,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,2020-01-08 17:00:00,,,False
1935.0,AGM,CTCP Xuất Nhập khẩu An Giang,UPCOM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,2025-05-22 17:00:00,HOSE,AGM: Quyết định về việc hủy niêm yết cổ phiếu,False
2493.0,AGP,CTCP Dược phẩm Agimexpharm,UPCOM,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,2015-10-05 17:00:00,,,False
1245.0,AGX,CTCP Thực phẩm Nông Sản xuất khẩu Sài Gòn,UPCOM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,2015-09-13 17:00:00,,,False
4949.0,AIG,CTCP Nguyên liệu Á Châu AIG,UPCOM,Tiêu dùng thiết yếu,Thương mại hàng thiết yếu,Thương mại hàng thiết yếu,2024-11-10 17:00:00,,,False
2353.0,ALC,CTCP Âu Lạc,UPCOM,Năng lượng,Năng lượng,Dầu khí,2026-01-14 17:00:00,,,False
778.0,ALT,CTCP Văn hóa Tân Bình,HNX,Nguyên vật liệu,Nguyên vật liệu,Bao bì và vật chứa,2009-07-26 17:00:00,HOSE,,False
2657.0,ALV,CTCP Tập đoàn MCST,UPCOM,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,2019-06-20 17:00:00,HNX,"ALV: Ngày 14/06/2019, ngày hủy niêm yết cổ phiếu của CTCP Đầu tư Phát triển hạ tầng ALV",False
2655.0,AMC,CTCP Khoáng sản Á Châu,HNX,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,2012-02-14 17:00:00,,,False
2611.0,AME,CTCP Alphanam E&C,HNX,Công nghiệp,Hàng hóa công nghiệp,Phân phối hàng công nghiệp,2010-06-01 17:00:00,,,False
2607.0,AMP,CTCP Armephaco,UPCOM,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,2017-01-11 17:00:00,,,False
3116.0,AMS,CTCP Cơ khí Xây dựng AMECC,UPCOM,Công nghiệp,Hàng hóa công nghiệp,Máy móc công nghiệp,2017-02-05 17:00:00,,,False
2121.0,AMV,CTCP Sản xuất Kinh doanh Dược và Trang thiết bị Y tế Việt Mỹ,HNX,Chăm sóc sức khỏe,Thiết bị và dịch vụ chăm sóc sức khỏe,Thiết bị và vật tư chăm sóc sức khỏe,2009-12-29 17:00:00,,,False
971.0,ANI,CTCP ANI,UPCOM,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,2026-06-25 17:00:00,,,False
3215.0,ANT,CTCP Rau quả Thực phẩm An Giang,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,2026-01-19 17:00:00,UPCOM,"ANT: Ngày 13/01/2026, ngày hủy ĐKGD cổ phiếu của CTCP Rau quả Thực phẩm An Giang",False
1016.0,ANV,CTCP Nam Việt,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,2007-12-06 17:00:00,,,False
1896.0,APC,CTCP Chiếu xạ An Phú,UPCOM,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,2024-05-14 17:00:00,HOSE,APC: Quyết định về việc hủy niêm yết cổ phiếu,False
1704.0,APF,CTCP Nông sản Thực phẩm Quảng Ngãi,UPCOM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,2017-06-07 17:00:00,,,False
4803.0,APH,CTCP Tập đoàn An Phát Holdings,HOSE,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,2020-07-27 17:00:00,,,False
1864.0,API,CTCP Đầu tư Châu Á - Thái Bình Dương,HNX,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,2010-09-12 17:00:00,,,False
4393.0,APL,CTCP Cơ khí và Thiết bị áp lực - VVMI,UPCOM,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,2016-10-13 17:00:00,,,False
2670.0,APP,CTCP Phát triển Phụ gia và Sản phẩm Dầu Mỏ,UPCOM,Năng lượng,Năng lượng,Dầu khí,2022-08-02 17:00:00,HNX,"APP: Ngày 18/07/2022, ngày hủy niêm yết cổ phiếu của CTCP Phát triển phụ gia và sản phầm dầu mỏ",False
2104.0,APT,CTCP Kinh doanh Thủy Hải Sản Sài Gòn,UPCOM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,2019-06-06 17:00:00,,,False
1756.0,ARM,CTCP Xuất nhập khẩu Hàng không,HNX,Công nghiệp,Hàng hóa công nghiệp,Phân phối hàng công nghiệp,2010-10-25 17:00:00,,,False
4698.0,ASG,CTCP Tập đoàn ASG,HOSE,Công nghiệp,Vận tải,Vận tải và logistics hàng không,2020-09-23 17:00:00,,,False
1930.0,ASM,CTCP Tập đoàn Sao Mai,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,2010-01-17 17:00:00,,,False
1060.0,ASP,CTCP Tập đoàn Dầu khí An Pha,HOSE,Tiện ích,Tiện ích,Gas sinh hoạt,2008-02-14 17:00:00,,,False
4626.0,AST,CTCP Dịch vụ Hàng không Taseco,HOSE,Công nghiệp,Vận tải,Hạ tầng giao thông,2018-01-03 17:00:00,,,False
1817.0,ATA,CTCP Ntaco,UPCOM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,2017-02-16 17:00:00,HOSE,ATA: Quyết định hủy niêm yết cổ phiếu,False
4323.0,ATG,CTCP ATG Planet,UPCOM,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,2021-05-13 17:00:00,HOSE,ATG: Quyết định về việc hủy niêm yết đối với cổ phiếu ATG,False
4136.0,ATS,CTCP Tập đoàn Đầu tư ATS,HNX,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",2016-03-28 17:00:00,,,False
3123.0,AVC,CTCP Thủy điện A Vương,UPCOM,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,2018-01-07 17:00:00,,,False
4957.0,AVG,CTCP Phân bón Quốc tế Âu Việt,UPCOM,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,,,,False
4880.0,BAF,CTCP Nông nghiệp BAF Việt Nam,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,2021-12-02 17:00:00,,,False
2158.0,BAL,CTCP Bao bì Bia - Rượu - Nước giải khát,UPCOM,Nguyên vật liệu,Nguyên vật liệu,Bao bì và vật chứa,2018-01-11 17:00:00,,,False
1561.0,BAX,CTCP Thống Nhất,HNX,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,2017-03-23 17:00:00,,,False
4801.0,BBH,CTCP Bao bì Hoàng Thạch,UPCOM,Nguyên vật liệu,Nguyên vật liệu,Bao bì và vật chứa,2020-05-13 17:00:00,,,False
4004.0,BBM,CTCP Bia Hà Nội - Nam Định,UPCOM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Đồ uống,2018-01-04 17:00:00,,,False
889.0,BBS,CTCP VICEM Bao bì Bút Sơn,HNX,Nguyên vật liệu,Nguyên vật liệu,Bao bì và vật chứa,2005-12-27 17:00:00,,,False
315.0,BBT,CTCP Bông Bạch Tuyết,UPCOM,Chăm sóc sức khỏe,Thiết bị và dịch vụ chăm sóc sức khỏe,Thiết bị và vật tư chăm sóc sức khỏe,2018-06-11 17:00:00,,,False
4874.0,BCA,CTCP B.C.H,UPCOM,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,2021-09-07 17:00:00,,,False
4713.0,BCB,CTCP 397,UPCOM,Năng lượng,Năng lượng,Dầu khí,2018-10-28 17:00:00,,,False
892.0,BCC,CTCP Xi măng Bỉm Sơn,HNX,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,2006-11-23 17:00:00,,,False
1769.0,BCE,CTCP Xây dựng và Giao thông Bình Dương,HOSE,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,2010-06-27 17:00:00,,,False
2727.0,BCF,CTCP Thực phẩm Bích Chi,HNX,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,2020-03-15 17:00:00,,,False
4058.0,BCG,CTCP Tập đoàn Bamboo Capital,UPCOM,Công nghiệp,Hàng hóa công nghiệp,Tập đoàn đa ngành,2026-07-23 17:00:00,HOSE,BCG: Quyết định về việc hủy niêm yết cổ phiếu,False
4586.0,BCM,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP,HOSE,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,2020-08-30 17:00:00,UPCOM,"BCM: Ngày 20/08/2020, ngày hủy ĐKGD cổ phiếu của Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP",False
1652.0,BCP,CTCP Dược ENLIE,UPCOM,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,2015-09-13 17:00:00,,,False
4945.0,BCR,CTCP BCG Land,UPCOM,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,2023-12-07 17:00:00,,,False
4846.0,BCV,CTCP Du lịch và Thương mại Bằng Giang Cao Bằng - Vimico,UPCOM,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",2021-03-15 17:00:00,,,False
4163.0,BDG,CTCP May mặc Bình Dương,UPCOM,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,2016-04-05 17:00:00,,,False
4363.0,BDT,CTCP Xây lắp và Vật liệu Xây dựng Đồng Tháp,UPCOM,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,2017-09-05 17:00:00,,,False
3877.0,BDW,CTCP Cấp thoát nước Bình Định,UPCOM,Tiện ích,Tiện ích,Nước,2015-10-13 17:00:00,,,False
1848.0,BED,CTCP Sách và Thiết bị Trường học Đà Nẵng,HNX,Dịch vụ truyền thông,Truyền thông và giải trí,Truyền thông,2009-10-20 17:00:00,,,False
1276.0,BEL,CTCP Điện tử Biên Hòa,UPCOM,Công nghệ thông tin,Phần cứng và thiết bị,"Phần cứng, bộ lưu trữ và thiết bị ngoại vi",2016-07-11 17:00:00,,,False
3629.0,BFC,CTCP Phân bón Bình Điền,HOSE,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,2015-10-06 17:00:00,,,False
5694.0,BGE,CTCP BCG Energy,UPCOM,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,2024-07-30 17:00:00,,,False
4087.0,BGW,CTCP Nước sạch Bắc Giang,UPCOM,Tiện ích,Tiện ích,Nước,2017-10-30 17:00:00,,,False
4531.0,BHA,CTCP Thủy điện Bắc Hà,UPCOM,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,2017-08-01 17:00:00,,,False
1558.0,BHC,CTCP Bê tông Biên Hòa,UPCOM,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,2015-04-09 17:00:00,HNX,"BHC: Ngày 26/05/2014, ngày hủy niêm yết cổ phiếu của CTCP Bê tông Biên Hòa",False
4715.0,BHG,CTCP Chè Biển Hồ,UPCOM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,2018-10-29 17:00:00,,,False
5718.0,BHH,CTCP Bia Hà Nội - Hưng Yên 89,UPCOM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Đồ uống,,,,False
4671.0,BHK,CTCP Bia Hà Nội - Kim Bài,UPCOM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Đồ uống,2018-04-04 17:00:00,,,False
1313.0,BHN,Tổng Công ty cổ phần Bia - Rượu - Nước giải khát Hà Nội,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Đồ uống,2017-01-18 17:00:00,UPCOM,"BHN:Ngày 11/01/2017, ngày hủy ĐKGD cổ phiếu của Tổng CTCP Bia - Rượu - Nước giải khát Hà Nội",False
2185.0,BHP,CTCP Bia Hà Nội - Hải Phòng,UPCOM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Đồ uống,2013-01-20 17:00:00,,,False
4891.0,BIG,CTCP Tập đoàn Đầu tư Big,UPCOM,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,2022-01-09 17:00:00,,,False
4260.0,BIO,CTCP Vắc xin và Sinh phẩm Nha Trang,UPCOM,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,2018-08-29 17:00:00,,,False
1806.0,BKC,CTCP Khoáng sản Bắc Kạn,HNX,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,2009-08-17 17:00:00,,,False
4847.0,BKG,CTCP Đầu tư BKG Việt Nam,HOSE,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,2020-12-30 17:00:00,,,False
1151.0,BLF,CTCP Thủy sản Bạc Liêu,UPCOM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,2023-12-17 17:00:00,HNX,"BLF: Ngày 05/12/2023, ngày hủy niêm yết cổ phiếu của CTCP Thủy sản Bạc Liêu",False
3980.0,BLN,CTCP Vận tải và Dịch vụ Liên Ninh,UPCOM,Công nghiệp,Vận tải,Vận tải mặt đất,2016-09-08 17:00:00,,,False
2478.0,BLT,CTCP Lương thực Bình Định,UPCOM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,2017-07-09 17:00:00,,,False
785.0,BMC,CTCP Khoáng sản Bình Định,HOSE,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,2006-12-27 17:00:00,,,False
4512.0,BMD,CTCP Môi trường và Dịch vụ Đô thị Bình Thuận,UPCOM,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ và thiết bị thương mại ,2017-06-13 17:00:00,,,False
4670.0,BMF,CTCP Vật liệu Xây dựng và Chất đốt Đồng Nai,UPCOM,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,2018-04-15 17:00:00,,,False
4719.0,BMG,CTCP May Bình Minh,UPCOM,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,2018-12-24 17:00:00,,,False
2026.0,BMJ,CTCP Khoáng sản Miền Đông AHP,UPCOM,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,2009-12-21 17:00:00,,,False
5710.0,BMK,CTCP Kỹ thuật nhiệt Mèo Đen,UPCOM,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,2024-12-25 17:00:00,,,False
712.0,BMP,CTCP Nhựa Bình Minh,HOSE,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,2006-07-10 17:00:00,,,False
4391.0,BMV,CTCP Bột mỳ Vinafood 1,UPCOM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,2017-06-05 17:00:00,,,False
4834.0,BNA,CTCP Tập đoàn Đầu tư Bảo Ngọc,HNX,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,2020-10-11 17:00:00,,,False
4445.0,BNW,CTCP Nước sạch Bắc Ninh,UPCOM,Tiện ích,Tiện ích,Nước,2018-12-27 17:00:00,,,False
4727.0,BOT,CTCP BOT Cầu Thái Hà,UPCOM,Công nghiệp,Vận tải,Hạ tầng giao thông,2019-02-13 17:00:00,,,False
40.0,BPC,CTCP VICEM Bao bì Bỉm Sơn,HNX,Nguyên vật liệu,Nguyên vật liệu,Bao bì và vật chứa,2009-06-07 17:00:00,HOSE,BPC: Hủy niêm yết cổ phiếu,False
4629.0,BQB,CTCP Bia Hà Nội - Quảng Bình,UPCOM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Đồ uống,2018-01-08 17:00:00,,,False
5754.0,BQP,CTCP Nhựa Chất lượng cao Bình Thuận,UPCOM,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,2025-11-04 17:00:00,,,False
2146.0,BRC,CTCP Cao su Bến Thành,HOSE,Tiêu dùng không thiết yếu,Xe và linh kiện,Linh kiện xe,2011-12-12 17:00:00,,,False
4515.0,BRR,CTCP Cao su Bà Rịa,UPCOM,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,2017-06-15 17:00:00,,,False
3829.0,BRS,CTCP Dịch vụ Đô thị Bà Rịa,UPCOM,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ và thiết bị thương mại ,2017-01-23 17:00:00,,,False
4699.0,BSA,CTCP Thủy điện Buôn Đôn,UPCOM,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,2018-08-19 17:00:00,,,False
4495.0,BSD,"CTCP Bia, Rượu Sài Gòn - Đồng Xuân",UPCOM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Đồ uống,2017-04-27 17:00:00,,,False
4253.0,BSG,CTCP Xe khách Sài Gòn,UPCOM,Công nghiệp,Vận tải,Vận tải mặt đất,2016-11-20 17:00:00,,,False
4694.0,BSH,CTCP Bia Sài Gòn - Hà Nội,UPCOM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Đồ uống,2018-07-03 17:00:00,,,False
4514.0,BSL,CTCP Bia Sài Gòn - Sông Lam,UPCOM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Đồ uống,2017-06-15 17:00:00,,,False
4365.0,BSP,CTCP Bia Sài Gòn - Phú Thọ,UPCOM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Đồ uống,2016-08-09 17:00:00,,,False
2802.0,BSQ,CTCP Bia Sài Gòn - Quảng Ngãi,UPCOM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Đồ uống,2017-02-27 17:00:00,,,False
4338.0,BSR,CTCP - Tổng Công ty Lọc hóa dầu Việt Nam,HOSE,Năng lượng,Năng lượng,Dầu khí,2025-01-16 17:00:00,UPCOM,"BSR: Ngày 07/01/2025, ngày hủy ĐKGD cổ phiếu của CTCP Lọc Hóa dầu Bình Sơn",False
2857.0,BT1,CTCP Bảo vệ Thực vật 1 Trung Ương,UPCOM,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,2016-11-08 17:00:00,,,False
36.0,BT6,CTCP Beton 6,UPCOM,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,2017-03-05 17:00:00,HOSE,BT6: Quyết định hủy niêm yết cổ phiếu,False
2401.0,BTB,CTCP Bia Hà Nội - Thái Bình,UPCOM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Đồ uống,2017-01-11 17:00:00,,,False
2455.0,BTD,CTCP Bê tông Ly tâm Thủ Đức,UPCOM,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,2017-03-01 17:00:00,,,False
1934.0,BTG,CTCP Bao bì Tiền Giang,UPCOM,Nguyên vật liệu,Nguyên vật liệu,Bao bì và vật chứa,2010-03-23 17:00:00,,,False
1117.0,BTH,CTCP Chế tạo Biến thế và Vật liệu Điện Hà Nội,UPCOM,Công nghiệp,Hàng hóa công nghiệp,Thiết bị điện,2017-09-26 17:00:00,HNX,"BTH: Ngày 07/05/2015, ngày hủy niêm yết cổ phiếu của CTCP Chế tạo biến thế và Vật liệu điện Hà Nội",False
4627.0,BTN,CTCP Đầu tư Bitco Bình Định,UPCOM,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,2018-01-04 17:00:00,,,False
1702.0,BTP,CTCP Nhiệt điện Bà Rịa,HOSE,Tiện ích,Tiện ích,Điện,2009-11-24 17:00:00,,,False
895.0,BTS,CTCP Xi măng VICEM Bút Sơn,HNX,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,2006-12-04 17:00:00,,,False
2042.0,BTT,CTCP Thương mại Dịch vụ Bến Thành,HOSE,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,2010-04-13 17:00:00,,,False
3849.0,BTU,CTCP Công trình Đô thị Bến Tre,UPCOM,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ và thiết bị thương mại ,2016-03-10 17:00:00,,,False
3848.0,BTV,CTCP Dịch vụ Du lịch Bến Thành,UPCOM,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",2017-03-02 17:00:00,,,False
1307.0,BTW,CTCP Cấp nước Bến Thành,HNX,Tiện ích,Tiện ích,Nước,2017-11-13 17:00:00,UPCOM,"BTW: Ngày 08/11/2017, ngày hủy ĐKGD cổ phiếu của CTCP Cấp nước Bến Thành ",False
2626.0,BVG,CTCP Group Bắc Việt,UPCOM,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,2015-11-19 17:00:00,HNX,"BVG: Ngày 21/05/2015, ngày hủy niêm yết cổ phiếu của CTCP Thép Bắc Việt",False
4867.0,BVL,CTCP BV Land,UPCOM,Công nghiệp,Hàng hóa công nghiệp,Tập đoàn đa ngành,2021-06-10 17:00:00,,,False
2340.0,BVN,CTCP Bông Việt Nam,UPCOM,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,2011-10-10 17:00:00,,,False
2547.0,BWA,CTCP Cấp thoát nước và Xây dựng Bảo Lộc,UPCOM,Tiện ích,Tiện ích,Nước,2010-06-13 17:00:00,,,False
4355.0,BWE,CTCP - Tổng công ty nước - môi trường Bình Dương,HOSE,Tiện ích,Tiện ích,Nước,2017-07-19 17:00:00,,,False
2440.0,BWS,CTCP Cấp nước Bà Rịa - Vũng Tàu,UPCOM,Tiện ích,Tiện ích,Nước,2017-11-27 17:00:00,,,False
